x,y,z,n1,n2,n3
0.0,2.25,0.0,-0.07,-0.29,-0.95
0.0,1.6,0.2,-0.07,-0.29,-0.95
0.2,2.2,0.0,-0.07,-0.29,-0.95
0.0,1.6,0.2,-0.93,0.35,0.13
0.2,2.2,0.0,-0.93,0.35,0.13
0.2,2.125,0.2,-0.93,0.35,0.13
0.0,1.6,0.2,0.93,-0.36,0.0
0.0,1.6,0.4,0.93,-0.36,0.0
0.2,2.125,0.2,0.93,-0.36,0.0
0.0,1.6,0.4,-0.65,0.47,0.59
0.2,2.125,0.2,-0.65,0.47,0.59
0.2,1.875,0.4,-0.65,0.47,0.59
0.0,1.6,0.4,0.7,-0.51,-0.51
0.0,1.4,0.6000000000000001,0.7,-0.51,-0.51
0.2,1.875,0.4,0.7,-0.51,-0.51
0.0,1.4,0.6000000000000001,-0.83,0.47,0.3
0.2,1.875,0.4,-0.83,0.47,0.3
0.2,1.75,0.6000000000000001,-0.83,0.47,0.3
0.0,1.4,0.6000000000000001,0.62,-0.35,0.7
0.0,1.8,0.8,0.62,-0.35,0.7
0.2,1.75,0.6000000000000001,0.62,-0.35,0.7
0.0,1.8,0.8,0.24,0.97,-0.0
0.2,1.75,0.6000000000000001,0.24,0.97,-0.0
0.2,1.75,0.8,0.24,0.97,-0.0
0.0,1.8,0.8,-0.11,-0.44,-0.89
0.0,1.4,1.0,-0.11,-0.44,-0.89
0.2,1.75,0.8,-0.11,-0.44,-0.89
0.0,1.4,1.0,0.06,0.47,0.88
0.2,1.75,0.8,0.06,0.47,0.88
0.2,1.375,1.0,0.06,0.47,0.88
0.0,1.4,1.0,-0.12,-0.99,0.0
0.0,1.4,1.2000000000000002,-0.12,-0.99,0.0
0.2,1.375,1.0,-0.12,-0.99,0.0
0.0,1.4,1.2000000000000002,0.7,0.27,0.66
0.2,1.375,1.0,0.7,0.27,0.66
0.2,0.875,1.2000000000000002,0.7,0.27,0.66
0.0,1.4,1.2000000000000002,-0.88,-0.34,0.34
0.0,1.6,1.4000000000000001,-0.88,-0.34,0.34
0.2,0.875,1.2000000000000002,-0.88,-0.34,0.34
0.0,1.6,1.4000000000000001,0.39,0.34,-0.86
0.2,0.875,1.2000000000000002,0.39,0.34,-0.86
0.2,1.375,1.4000000000000001,0.39,0.34,-0.86
0.0,1.6,1.4000000000000001,-0.45,-0.4,-0.8
0.0,1.2,1.6,-0.45,-0.4,-0.8
0.2,1.375,1.4000000000000001,-0.45,-0.4,-0.8
0.0,1.2,1.6,-0.78,0.23,-0.58
0.2,1.375,1.4000000000000001,-0.78,0.23,-0.58
0.2,1.875,1.6,-0.78,0.23,-0.58
0.0,1.2,1.6,0.55,-0.16,0.82
0.0,2.2,1.8,0.55,-0.16,0.82
0.2,1.875,1.6,0.55,-0.16,0.82
0.0,2.2,1.8,0.65,0.65,-0.4
0.2,1.875,1.6,0.65,0.65,-0.4
0.2,2.0,1.8,0.65,0.65,-0.4
0.0,2.2,1.8,-0.24,-0.24,-0.94
0.0,1.4,2.0,-0.24,-0.24,-0.94
0.2,2.0,1.8,-0.24,-0.24,-0.94
0.0,1.4,2.0,-0.74,0.42,0.53
0.2,2.0,1.8,-0.74,0.42,0.53
0.2,1.75,2.0,-0.74,0.42,0.53
0.0,1.4,2.0,0.87,-0.5,0.0
0.0,1.4,2.2,0.87,-0.5,0.0
0.2,1.75,2.0,0.87,-0.5,0.0
0.0,1.4,2.2,0.39,0.28,0.88
0.2,1.75,2.0,0.39,0.28,0.88
0.2,1.125,2.2,0.39,0.28,0.88
0.0,1.4,2.2,-0.81,-0.59,0.0
0.0,1.4,2.4000000000000004,-0.81,-0.59,0.0
0.2,1.125,2.2,-0.81,-0.59,0.0
0.0,1.4,2.4000000000000004,0.81,0.59,-0.0
0.2,1.125,2.2,0.81,0.59,-0.0
0.2,1.125,2.4000000000000004,0.81,0.59,-0.0
0.0,1.4,2.4000000000000004,-0.7,-0.51,-0.51
0.0,1.2,2.6,-0.7,-0.51,-0.51
0.2,1.125,2.4000000000000004,-0.7,-0.51,-0.51
0.0,1.2,2.6,-0.21,0.83,-0.52
0.2,1.125,2.4000000000000004,-0.21,0.83,-0.52
0.2,1.25,2.6,-0.21,0.83,-0.52
0.0,1.2,2.6,0.05,-0.2,0.98
0.0,2.2,2.8000000000000003,0.05,-0.2,0.98
0.2,1.25,2.6,0.05,-0.2,0.98
0.0,2.2,2.8000000000000003,0.91,0.26,-0.32
0.2,1.25,2.6,0.91,0.26,-0.32
0.2,1.5,2.8000000000000003,0.91,0.26,-0.32
0.0,2.2,2.8000000000000003,-0.65,-0.18,-0.74
0.0,1.4,3.0,-0.65,-0.18,-0.74
0.2,1.5,2.8000000000000003,-0.65,-0.18,-0.74
0.0,1.4,3.0,0.11,0.84,0.53
0.2,1.5,2.8000000000000003,0.11,0.84,0.53
0.2,1.375,3.0,0.11,0.84,0.53
0.0,1.4,3.0,-0.12,-0.99,0.0
0.0,1.4,3.2,-0.12,-0.99,0.0
0.2,1.375,3.0,-0.12,-0.99,0.0
0.0,1.4,3.2,0.12,0.99,-0.0
0.2,1.375,3.0,0.12,0.99,-0.0
0.2,1.375,3.2,0.12,0.99,-0.0
0.0,1.4,3.2,-0.03,-0.24,0.97
0.0,2.2,3.4000000000000004,-0.03,-0.24,0.97
0.2,1.375,3.2,-0.03,-0.24,0.97
0.0,2.2,3.4000000000000004,0.52,0.32,-0.79
0.2,1.375,3.2,0.52,0.32,-0.79
0.2,1.875,3.4000000000000004,0.52,0.32,-0.79
0.0,2.2,3.4000000000000004,-0.59,-0.36,-0.72
0.0,1.8,3.6,-0.59,-0.36,-0.72
0.2,1.875,3.4000000000000004,-0.59,-0.36,-0.72
0.0,1.8,3.6,0.21,0.83,0.52
0.2,1.875,3.4000000000000004,0.21,0.83,0.52
0.2,1.75,3.6,0.21,0.83,0.52
0.0,1.8,3.6,-0.08,-0.32,0.95
0.0,2.4,3.8000000000000003,-0.08,-0.32,0.95
0.2,1.75,3.6,-0.08,-0.32,0.95
0.0,2.4,3.8000000000000003,0.91,0.35,-0.22
0.2,1.75,3.6,0.91,0.35,-0.22
0.2,1.875,3.8000000000000003,0.91,0.35,-0.22
